methodID;algoId;nb_prims;nb_refs;nb_stms;total_time;nb_symb_heap_typ_vars;nb_symb_heap_mut_refs;nb_symb_heap_const_refs;nb_symb_heap_mut_rel_vars;nb_symb_heap_const_rel_vars;nb_scfg_locations;nb_scfg_transitions;nb_scfg_variables;nb_scfg_state_variables;nb_scfg_input_variables;nb_scfg_contr_variables;max_scfg_in_degree;max_scfg_out_degree;model_instantiation_time;support_size;scfg_generation_time;synthesis_time;triangularization_time;summarization;unsat_guard;true_guard
java.util.Dictionary_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;892.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14510;2;143;650;99;done;false;true
java.io.ObjectInputStream$BlockDataInputStream_read_byte_arr_int_int_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;17;8;34;118957.0;7;5;2;0;0;38;49;51;45;2;4;5;5;28380;7;6352;111500;1105;done;false;true
java.util.Collections$EmptyList_toArray.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;1196.0;2;1;1;0;0;3;2;17;11;2;4;1;1;15590;2;480;614;102;done;false;true
java.util.ArrayDeque_removeLast.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;6;4341.0;3;2;1;0;0;8;9;22;16;2;4;2;2;16720;2;602;3620;119;done;false;true
java.util.Arrays$NaturalOrder_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;912.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14590;2;151;664;97;done;false;true
java.util.EnumMap$KeyIterator_init_java.util.EnumMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1842.0;2;0;2;0;0;4;3;19;12;2;5;1;1;15260;4;649;1048;145;done;false;true
java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1056.0;2;1;1;0;0;4;3;16;11;2;3;1;1;3633;2;362;603;91;done;false;true
java.io.ObjectOutputStream_writeObjectOverride_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;1;689.0;2;0;2;0;0;2;1;15;10;2;3;1;1;14660;4;104;498;87;done;false;true
java.nio.file.attribute.FileTime_toExcessNanos_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;9;18;14938.0;8;7;1;0;0;20;21;44;39;2;3;2;2;20580;3;1608;13160;170;done;false;true
java.lang.StringBuilder_init_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;951.0;1;0;1;0;0;3;2;15;9;2;4;1;1;14580;3;129;703;119;done;false;true
java.io.BufferedReader$1_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;872.0;2;1;1;0;0;3;2;17;11;2;4;1;1;3329;2;230;541;101;done;false;true
java.util.TreeMap$PrivateEntryIterator_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;6;3332.0;2;1;1;0;0;8;9;18;13;2;3;2;2;15810;2;557;2656;119;done;false;true
java.util.AbstractCollection_finishToArray_java.lang.Object_arr_java.util.Iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;10;6;25;53097.0;5;3;2;0;0;30;37;40;33;2;5;2;2;10400;4;4749;48080;268;done;false;true
java.util.Formatter_checkText_java.lang.String_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;4;18;13184.0;3;2;1;0;0;21;26;26;22;2;2;3;3;17630;4;1691;11340;153;done;false;true
java.util.Spliterators_checkFromToBounds_int_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;11;21;4105.0;10;10;0;0;0;23;28;40;37;2;1;4;4;27700;3;3718;263;124;done;false;true
java.io.ObjectInputStream$BlockDataInputStream_readInt.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;6;21;15636.0;5;4;1;0;0;23;26;35;30;2;3;2;3;7875;2;3141;12320;175;done;false;true
java.util.ArrayList$SubList_remove_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;5;13;18185.0;4;3;1;0;0;14;13;29;23;2;4;1;1;16009;3;482;17530;173;done;false;true
java.util.Hashtable$Entry_getValue.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;838.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14810;2;128;603;107;done;false;true
java.nio.CharBuffer_append_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;713.0;2;1;1;0;0;3;2;18;12;2;4;1;1;14810;3;145;476;92;done;false;true
java.lang.AbstractStringBuilder_append_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;3;9;2807.0;2;1;1;0;0;10;9;22;16;2;4;1;1;15590;3;246;2423;138;done;false;true
java.util.Formatter$FormatSpecifier$BigDecimalLayout_hasDot.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;839.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14580;2;111;636;92;done;false;true
java.util.TreeMap$KeySet_init_java.util.NavigableMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1905.0;2;0;2;0;0;4;3;19;12;2;5;1;1;15440;4;623;1125;157;done;false;true
java.util.ArrayList$ArrayListSpliterator_init_java.util.ArrayList_int_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;6;3092.0;2;0;2;0;0;7;6;22;15;2;5;1;1;15060;7;1205;1710;177;done;false;true
java.lang.Character_digit_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;3;827.0;1;1;0;0;0;4;3;13;9;2;2;1;1;14640;2;204;551;72;done;false;true
java.util.AbstractCollection_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;925.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14670;2;152;674;99;done;false;true
java.util.ArrayDeque$DescendingIterator_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;7;2730.0;1;0;1;0;0;9;10;17;12;2;3;2;2;15570;2;278;2332;120;done;false;true
java.util.Hashtable$ValueCollection_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;2631.0;3;2;1;0;0;4;3;20;14;2;4;1;1;14780;2;1296;784;551;done;false;true
java.util.Spliterators$EmptySpliterator$OfInt_tryAdvance_java.util.function.IntConsumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;797.0;2;0;2;0;0;3;2;18;12;2;4;1;1;14790;4;168;518;111;done;false;true
java.util.Collections$CheckedList$1_remove.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;772.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14840;2;206;500;66;done;false;true
java.lang.AbstractStringBuilder_charAt_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;9;6560.0;3;2;1;0;0;11;14;23;18;2;3;2;3;16480;3;696;5210;654;done;false;true
java.util.LinkedList_getFirst.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;7;5831.0;4;3;1;0;0;9;10;25;19;2;4;2;2;16800;2;1236;4462;133;done;false;true
java.util.TreeMap_getFirstEntry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;7;6741.0;3;2;1;0;0;9;12;22;16;2;4;2;3;16130;2;1481;5121;139;done;false;true
java.util.Locale_getCountry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1248.0;3;2;1;0;0;4;3;20;14;2;4;1;1;14710;2;425;719;104;done;false;true
java.lang.Character_toLowerCase_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;3;836.0;1;1;0;0;0;4;3;12;8;2;2;1;1;14900;1;213;549;74;done;false;true
java.nio.Bits_byteOrder.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;7;5097.0;3;3;0;0;0;9;10;20;15;2;3;2;2;15900;0;557;4423;117;done;false;true
java.util.IdentityHashMap$IdentityHashMapIterator_init_java.util.IdentityHashMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;9;19;19375.0;8;6;2;0;0;21;22;42;35;2;5;2;2;20410;4;7460;11080;835;done;false;true
java.lang.ConditionalSpecialCasing$Entry_getLanguage.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;895.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14640;2;155;626;114;done;false;true
java.util.ArrayDeque_init_java.util.Collection.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;5;2614.0;2;0;2;0;0;6;5;20;13;2;5;1;1;3526;4;423;2039;152;done;false;true
java.util.LinkedList$LLSpliterator_characteristics.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;1;630.0;1;0;1;0;0;2;1;12;7;2;3;1;1;14570;2;89;305;236;done;false;true
java.util.Calendar_setLenient_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;775.0;1;0;1;0;0;3;2;11;7;2;2;1;1;14620;3;109;595;71;done;false;true
java.util.EnumMap$EntrySet_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;7;9;7695.0;6;4;2;0;0;11;12;33;27;2;4;2;2;18420;4;1964;5588;143;done;false;true
java.util.Spliterators$EmptySpliterator_tryAdvance_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;817.0;2;0;2;0;0;3;2;17;11;2;4;1;1;14620;4;139;572;106;done;false;true
java.util.HashMap$KeySet_init_java.util.HashMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1822.0;2;0;2;0;0;4;3;19;12;2;5;1;1;15270;4;597;872;353;done;false;true
java.util.Collections$1_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;866.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14860;2;122;648;96;done;false;true
java.lang.Character_toString.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;915.0;2;1;1;0;0;4;3;18;12;2;4;1;1;14890;2;172;644;99;done;false;true
java.util.Collections$CheckedCollection_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;5;3311.0;4;3;1;0;0;6;5;23;17;2;4;1;1;3733;2;2158;1045;108;done;false;true
java.nio.Buffer_limit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;859.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14570;2;114;652;93;done;false;true
java.lang.Integer_init_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;3;995.0;1;0;1;0;0;4;3;15;9;2;4;1;1;14760;3;147;731;117;done;false;true
java.util.TreeMap_leftOf_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;5;2385.0;2;1;1;0;0;7;8;19;13;2;4;2;2;15690;2;266;1995;124;done;false;true
java.util.Collections$SingletonSet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1430.0;3;2;1;0;0;4;3;20;14;2;4;1;1;15640;2;471;846;113;done;false;true
java.nio.channels.Channels$3_close.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;755.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14790;2;185;505;65;done;false;true
java.util.Formatter$Conversion_isFloat_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;1;3;1891.0;0;0;0;0;0;5;6;10;6;2;2;2;2;14780;1;198;1601;92;done;false;true
java.util.TreeMap$NavigableSubMap_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;10;6790.0;3;2;1;0;0;12;15;23;18;2;3;2;3;5499;2;2103;4560;127;done;false;true
java.io.PrintWriter_append_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;729.0;2;1;1;0;0;3;2;18;12;2;4;1;1;14750;3;140;493;96;done;false;true
java.util.Collections$EmptySet_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;906.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14520;2;138;667;101;done;false;true
java.lang.ConditionalSpecialCasing_isFinalCased_java.lang.String_int_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;14;4;28;30310.0;3;1;2;0;0;30;41;36;30;2;4;3;7;20650;5;3442;26620;248;done;false;true
java.util.ArrayDeque_removeFirstOccurrence_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;7;18;20712.0;6;4;2;0;0;20;25;36;30;2;4;3;4;20480;4;4729;15790;193;done;false;true
java.util.ArrayList_lastIndexOf_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;7;22;40225.0;6;4;2;0;0;24;33;36;30;2;4;3;6;21720;4;5476;34450;299;done;false;true
java.util.TreeMap_fixAfterInsertion_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;39;72;4509230.0;38;36;2;0;0;79;94;128;123;2;3;4;4;198300;4;36720;4472000;510;done;false;true
java.util.TreeMap$DescendingSubMap$DescendingEntrySetView_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;8;8;6872.0;7;6;1;0;0;9;8;32;26;2;4;1;1;4931;2;4100;2645;127;done;false;true
java.io.ObjectInputStream$BlockDataInputStream_setBlockDataMode_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;3;22;20144.0;2;1;1;0;0;25;32;24;19;2;3;3;4;17710;3;2193;17750;201;done;false;true
java.util.ArrayList$SubList_add_int_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;5;13;6537.0;4;2;2;0;0;14;13;27;22;2;3;1;1;16109;5;500;5899;138;done;false;true
java.util.Base64$EncOutputStream_close.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;26;16;60;98135.0;15;14;1;0;0;63;72;80;76;2;2;5;5;44260;2;16780;81020;335;done;false;true
java.security.Provider_checkLegacy_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;11;9628.0;5;3;2;0;0;14;17;29;23;2;4;2;2;18160;4;1897;7566;165;done;false;true
java.util.Formatter$Flags_valueOf.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;841.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14520;2;114;636;91;done;false;true
java.util.AbstractList_listIterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;2044.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14770;2;443;1491;110;done;false;true
java.util.HashMap_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;838.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14860;2;114;629;95;done;false;true
java.util.LinkedList_isPositionIndex_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;7;4276.0;1;0;1;0;0;9;12;17;12;2;3;2;3;15869;3;433;3702;141;done;false;true
java.util.HashSet_add_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;8;4978.0;5;3;2;0;0;10;11;29;23;2;4;2;2;17020;4;1375;3462;141;done;false;true
java.util.Calendar_complete.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;11;5559.0;1;0;1;0;0;14;19;15;11;2;2;2;3;16470;2;649;4800;110;done;false;true
java.io.ObjectOutputStream_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;5;2736.0;3;2;1;0;0;6;5;16;12;2;2;1;1;15000;2;1395;1251;90;done;false;true
java.io.ObjectInputStream_close.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;8;3195.0;2;1;1;0;0;10;11;17;13;2;2;2;2;16370;2;647;2445;103;done;false;true
java.util.IdentityHashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;12;32;84347.0;11;9;2;0;0;34;41;55;49;2;4;4;5;31860;4;9651;74390;306;done;false;true
java.util.ArrayDeque_descendingIterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2180.0;2;1;1;0;0;4;3;17;11;2;4;1;1;15080;2;456;1604;120;done;false;true
java.util.Collections$SetFromMap_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1728.0;3;1;2;0;0;4;3;21;15;2;4;1;1;3988;4;645;762;321;done;false;true
java.util.ArrayList$ArrayListSpliterator_estimateSize.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;2;5;1557.0;1;0;1;0;0;6;5;16;11;2;3;1;1;15030;2;178;1270;109;done;false;true
java.util.Collections$SingletonSet_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1068.0;3;1;2;0;0;4;3;21;15;2;4;1;1;14760;4;176;778;114;done;false;true
java.util.Calendar_compareTo_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1113.0;3;1;2;0;0;4;3;21;15;2;4;1;1;15280;4;223;779;111;done;false;true
java.util.TreeMap$TreeMapSpliterator_getEstimate.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;5;20;18523.0;4;3;1;0;0;23;28;27;22;2;3;3;3;19000;2;2916;15430;177;done;false;true
java.util.Collections$CheckedMap_get_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;3;1442.0;4;2;2;0;0;4;3;25;18;2;5;1;1;4513;4;345;968;129;done;false;true
java.util.Hashtable_getIterator_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;7;5704.0;3;2;1;0;0;9;10;24;18;2;4;2;2;16050;3;1343;4213;148;done;false;true
java.util.TreeMap_getLastEntry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;7;6695.0;3;2;1;0;0;9;12;22;16;2;4;2;3;16190;2;1465;5091;139;done;false;true
java.util.ArrayList$SubList_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;2030.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14680;2;405;1514;111;done;false;true
java.util.Vector$VectorSpliterator_tryAdvance_java.util.function.Consumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;8;22;28817.0;7;5;2;0;0;24;29;40;34;2;4;4;4;21920;4;5266;23340;211;done;false;true
java.util.TreeMap_access$400_java.util.TreeMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;843.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14980;2;111;640;92;done;false;true
java.util.LinkedList$ListItr_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;8;17;14593.0;7;6;1;0;0;19;20;37;31;2;4;2;2;19500;2;2496;11470;627;done;false;true
java.util.Hashtable$ValueCollection_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1294.0;3;1;2;0;0;4;3;21;15;2;4;1;1;15810;4;452;719;123;done;false;true
java.util.ArrayDeque_access$200_java.util.ArrayDeque_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;2;797.0;1;0;1;0;0;3;2;14;9;2;3;1;1;14570;3;160;544;93;done;false;true
java.util.Collections$UnmodifiableNavigableMap_init_java.util.NavigableMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1221.0;2;0;2;0;0;4;3;19;12;2;5;1;1;14740;4;171;896;154;done;false;true
java.io.ObjectOutputStream$BlockDataOutputStream_writeBlockHeader_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;10;18;11609.0;9;8;1;0;0;20;21;38;34;2;2;2;2;21600;3;3330;8146;133;done;false;true
java.util.ComparableTimSort_mergeForceCollapse.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;4;16;14184.0;3;2;1;0;0;19;24;25;21;2;2;3;3;18400;2;1940;12100;144;done;false;true
java.lang.Integer_parseInt_java.lang.String_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;14;21;70;832987.0;20;19;1;0;0;73;98;85;80;2;3;10;13;76110;3;19390;812900;697;done;false;true
java.util.WeakHashMap$Entry_equals_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;8;18;30318.0;7;5;2;0;0;20;33;37;31;2;4;4;8;25550;4;6180;23240;898;done;false;true
java.util.ArrayDeque$DeqIterator_remove.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;7;22;16054.0;6;5;1;0;0;25;28;36;32;2;2;2;2;20510;2;4746;11140;168;done;false;true
java.util.Collections$UnmodifiableMap_put_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;3;1993.0;4;1;3;0;0;4;3;27;19;2;6;1;1;14820;6;287;1557;149;done;false;true
java.util.HashSet_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;5;1644.0;2;1;1;0;0;6;5;17;11;2;4;1;1;15540;2;493;1026;125;done;false;true
java.util.Spliterators$EmptySpliterator$OfLong_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;864.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14570;2;128;639;97;done;false;true
java.util.Collections$UnmodifiableCollection$1_init_java.util.Collections$UnmodifiableCollection.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;7;5645.0;5;3;2;0;0;8;7;28;21;2;5;1;1;3698;4;2531;2974;140;done;false;true
java.lang.Math_scalb_double_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;16;1;24;10645.0;0;0;0;0;0;27;30;25;21;2;2;3;2;16720;2;1309;9181;155;done;false;true
java.lang.String_toLowerCase_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;32;13;96;6487527.0;12;10;2;0;0;105;146;83;76;2;5;3;7;72590;4;51280;6433000;3247;done;false;true
java.util.IdentityHashMap$IdentityHashMapIterator_nextIndex.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;5;22;19152.0;4;3;1;0;0;24;29;31;26;2;3;3;4;18880;2;2449;16510;193;done;false;true
java.util.LinkedList_checkPositionIndex_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;7;3302.0;3;2;1;0;0;9;10;20;16;2;2;2;2;17730;3;661;2542;99;done;false;true
java.util.Formatter$FormatSpecifier_print_byte_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;4;16;11846.0;3;1;2;0;0;18;27;26;21;2;3;4;6;18810;5;2602;9071;173;done;false;true
java.util.TreeMap$NavigableSubMap_containsKey_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;9;6844.0;3;1;2;0;0;11;14;25;19;2;4;2;3;5385;4;1472;4704;668;done;false;true
java.nio.CharBuffer_length.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;844.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14540;2;143;612;89;done;false;true
java.util.AbstractMap$1_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1258.0;2;1;1;0;0;4;3;16;11;2;3;1;1;4083;2;526;645;87;done;false;true
java.nio.file.FileTreeWalker_isOpen.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;6;2538.0;1;0;1;0;0;8;9;16;11;2;3;2;2;16150;2;264;2167;107;done;false;true
java.io.ObjectOutputStream$PutField_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;843.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14600;2;124;623;96;done;false;true
java.lang.StringBuilder_append_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;3;2045.0;4;2;2;0;0;4;3;25;18;2;5;1;1;15040;4;226;1690;129;done;false;true
java.util.Spliterators$3Adapter_nextLong.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;10;5589.0;2;1;1;0;0;12;15;20;15;2;3;2;3;16150;2;618;4841;130;done;false;true
java.util.Collections$EmptyMap_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;1;636.0;1;0;1;0;0;2;1;12;7;2;3;1;1;14470;2;96;308;232;done;false;true
javax.security.auth.Subject$SecureSet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;2939.0;3;2;1;0;0;5;4;20;14;2;4;1;1;14870;2;1370;1453;116;done;false;true
