methodID;algoId;nb_prims;nb_refs;nb_stms;total_time;nb_symb_heap_typ_vars;nb_symb_heap_mut_refs;nb_symb_heap_const_refs;nb_symb_heap_mut_rel_vars;nb_symb_heap_const_rel_vars;nb_scfg_locations;nb_scfg_transitions;nb_scfg_variables;nb_scfg_state_variables;nb_scfg_input_variables;nb_scfg_contr_variables;max_scfg_in_degree;max_scfg_out_degree;model_instantiation_time;support_size;scfg_generation_time;synthesis_time;triangularization_time;summarization;unsat_guard;true_guard
java.util.Arrays_mergeSort_java.lang.Object_arr_java.lang.Object_arr_int_int_int_java.util.Comparator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;25;12;57;460519.0;11;8;3;0;0;63;80;71;65;2;4;3;4;35030;9;15360;444700;459;done;false;true
java.util.TreeSet_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1414.0;3;1;2;0;0;4;3;21;15;2;4;1;1;4237;4;563;742;109;done;false;true
java.util.Formatter$Conversion_isValid_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;1;15;7625.0;0;0;0;0;0;17;28;16;12;2;2;6;7;16890;1;1709;5776;140;done;false;true
java.util.ArrayList$ListItr_add_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;8;17;6353.0;7;5;2;0;0;13;12;33;28;2;3;1;1;16020;4;2059;4153;141;done;false;true
java.util.WeakHashMap_newTable_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;2498.0;3;2;1;0;0;4;3;21;15;2;4;1;1;16109;3;1587;803;108;done;false;true
java.util.WeakHashMap_getEntry_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;7;15;17309.0;6;4;2;0;0;17;22;38;31;2;5;3;4;20800;4;3022;14090;197;done;false;true
java.lang.AbstractStringBuilder_appendNull.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;3;14;5801.0;2;1;1;0;0;15;14;23;17;2;4;1;1;15570;2;454;5202;145;done;false;true
java.util.TreeMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;11;25;56574.0;10;8;2;0;0;28;37;46;40;2;4;4;5;28680;4;7389;48930;255;done;false;true
java.util.ArrayDeque_removeLastOccurrence_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;7;20;21579.0;6;4;2;0;0;22;27;38;32;2;4;3;4;21030;4;4725;16660;194;done;false;true
java.util.Formatter$FormatSpecifier_print_java.lang.StringBuilder_java.math.BigDecimal_java.util.Locale_java.util.Formatter$Flags_char_int_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;58;45;165;7.844004E7;44;39;5;0;0;178;233;207;199;2;6;5;9;534800;13;187700;78240000;12340;done;false;true
java.util.LinkedList_indexOf_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;7;21;27465.0;6;4;2;0;0;23;32;33;27;2;4;3;6;20930;4;4701;21960;804;done;false;true
java.util.ArrayList_removeAll_java.util.Collection.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;907.0;2;0;2;0;0;4;3;18;12;2;4;1;1;3487;4;181;620;106;done;false;true
java.util.Formatter$FixedString_init_java.util.Formatter_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;2790.0;3;0;3;0;0;5;4;24;16;2;6;1;1;15320;6;1352;1233;205;done;false;true
java.util.TreeMap$NavigableSubMap$SubMapEntryIterator_init_java.util.TreeMap$NavigableSubMap_java.util.TreeMap$Entry_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;3;3609.0;4;0;4;0;0;4;3;29;20;2;7;1;1;15360;8;2570;863;176;done;false;true
java.util.TreeMap$NavigableSubMap_get_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;7;5803.0;4;2;2;0;0;9;10;28;21;2;5;2;2;4975;4;1311;4337;155;done;false;true
java.util.LinkedList_offer_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;792.0;2;0;2;0;0;3;2;18;12;2;4;1;1;14730;4;174;519;99;done;false;true
java.util.ArrayDeque$DeqIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;11;10;29;76729.0;9;8;1;0;0;31;36;51;45;2;4;3;4;27220;2;8509;67950;270;done;false;true
java.util.Formatter$Flags_contains_java.util.Formatter$Flags.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;3;9;5131.0;2;0;2;0;0;11;12;24;18;2;4;2;2;15910;4;450;4526;155;done;false;true
java.util.Hashtable_init_int_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;13;34;96630.0;12;11;1;0;0;37;44;57;51;2;4;3;4;35700;4;11040;84250;1340;done;false;true
java.util.ServiceLoader$LazyIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;10;12;13586.0;9;8;1;0;0;14;15;40;34;2;4;2;2;20410;2;4526;8907;153;done;false;true
java.lang.Math_floorDiv_long_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;1;9;3685.0;0;0;0;0;0;11;14;16;12;2;2;3;3;15729;2;471;3105;109;done;false;true
java.util.IdentityHashMap_unmaskNull_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;6;3641.0;3;2;1;0;0;8;9;22;16;2;4;2;2;15920;2;407;3106;128;done;false;true
java.io.ObjectOutputStream$BlockDataOutputStream_drain.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;4;13;7478.0;3;2;1;0;0;16;19;22;18;2;2;2;2;5291;2;1369;5994;115;done;false;true
java.nio.Buffer_flip.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;5;1332.0;1;0;1;0;0;6;5;15;9;2;4;1;1;14710;2;147;1063;122;done;false;true
java.lang.Integer_valueOf_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;10;6015.0;3;3;0;0;0;12;15;23;18;2;3;2;3;17010;1;1140;4751;124;done;false;true
java.util.Scanner_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;2;13;8808.0;1;0;1;0;0;15;18;19;14;2;3;2;3;16030;2;1148;7516;144;done;false;true
java.util.Arrays$LegacyMergeSort_access$000.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;1;2;726.0;0;0;0;0;0;3;2;8;4;2;2;1;1;14520;0;105;398;223;done;false;true
java.util.BitSet_nextClearBit_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;15;9;35;47085.0;8;7;1;0;0;37;44;50;45;2;3;4;5;25720;3;4165;42640;280;done;false;true
java.util.Spliterators_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;13;656.0;4;4;0;0;0;14;13;17;14;2;1;1;1;15160;0;427;152;77;done;false;true
java.util.AbstractMap$SimpleEntry_getValue.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;839.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14910;2;135;598;106;done;false;true
java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2217.0;2;1;1;0;0;4;3;17;11;2;4;1;1;3345;2;457;1636;124;done;false;true
java.util.ArrayList_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;5;319.0;2;2;0;0;0;6;5;11;8;2;1;1;1;14640;0;140;126;53;done;false;true
java.text.DateFormatSymbols_getWeekdays.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;6;3850.0;5;4;1;0;0;7;6;27;21;2;4;1;1;15130;2;2292;1429;129;done;false;true
java.util.SubList_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;3;867.0;1;0;1;0;0;4;3;13;8;2;3;1;1;14550;2;138;642;87;done;false;true
java.util.AbstractMap$1_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2308.0;2;1;1;0;0;4;3;17;11;2;4;1;1;3729;2;454;1736;118;done;false;true
java.util.TreeMap_access$200.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;805.0;1;1;0;0;0;3;2;12;7;2;3;1;1;14460;0;112;618;75;done;false;true
java.util.ArrayList_hugeCapacity_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;9;4403.0;1;1;0;0;0;12;15;14;10;2;2;2;2;16400;1;592;3696;115;done;false;true
java.util.EnumMap$KeySet_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1362.0;3;1;2;0;0;4;3;21;15;2;4;1;1;15500;4;443;795;124;done;false;true
java.util.AbstractMap$2$1_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1049.0;2;1;1;0;0;4;3;16;11;2;3;1;1;3695;2;353;603;93;done;false;true
java.util.Formatter$FormatSpecifier_getZero_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;7;11;13939.0;6;4;2;0;0;13;16;34;28;2;4;2;3;19770;4;4126;9658;155;done;false;true
java.lang.Long_toUnsignedString0_long_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;3;11;2558.0;2;2;0;0;0;12;11;23;18;2;3;1;1;15490;2;398;2050;110;done;false;true
java.nio.file.attribute.FileTime_toDays.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;6;11;8441.0;5;4;1;0;0;13;14;30;25;2;3;2;2;17560;2;1222;7091;128;done;false;true
java.lang.CharacterData_isOtherUppercase_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;1;649.0;1;0;1;0;0;2;1;13;8;2;3;1;1;14470;3;93;329;227;done;false;true
java.lang.Character_isBmpCodePoint_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;6;1812.0;0;0;0;0;0;8;9;12;8;2;2;2;2;15670;1;237;1483;92;done;false;true
java.util.LinkedList_linkBefore_java.lang.Object_java.util.LinkedList$Node.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;7;16;10558.0;6;3;3;0;0;18;19;35;29;2;4;2;2;18880;6;2449;7942;167;done;false;true
java.util.ArrayList_forEach_java.util.function.Consumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;7;19;19760.0;6;4;2;0;0;22;27;34;29;2;3;2;3;21820;4;4672;14920;168;done;false;true
java.text.AttributedString_valuesMatch_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;8;9531.0;2;0;2;0;0;11;14;21;15;2;4;2;2;16480;4;2919;6468;144;done;false;true
java.util.HashSet_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1354.0;3;1;2;0;0;4;3;21;15;2;4;1;1;15540;4;475;770;109;done;false;true
java.util.Hashtable_containsValue_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;740.0;2;0;2;0;0;3;2;18;12;2;4;1;1;14650;4;146;485;109;done;false;true
java.util.ArrayList$SubList$1_checkForComodification.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;5;9;5273.0;4;3;1;0;0;11;12;23;19;2;2;2;2;16680;2;1929;3235;109;done;false;true
java.util.BitSet_length.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;10;3;14;7694.0;2;1;1;0;0;16;17;27;22;2;3;2;2;16900;2;608;6372;714;done;false;true
java.util.BitSet_isEmpty.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;6;2508.0;1;0;1;0;0;8;9;16;11;2;3;2;2;15659;2;255;2149;104;done;false;true
java.lang.Error_init_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;981.0;2;0;2;0;0;3;2;19;12;2;5;1;1;15200;4;181;652;148;done;false;true
java.util.ArrayList_removeIf_java.util.function.Predicate.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;18;13;60;1098351.0;12;10;2;0;0;67;86;67;61;2;4;3;4;45220;4;18770;1079000;581;done;false;true
java.util.LinkedList$ListItr_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;8;3912.0;2;1;1;0;0;10;11;20;15;2;3;2;2;16590;2;612;3181;119;done;false;true
java.util.TreeMap$NavigableSubMap_absLowFence.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;7;14;10090.0;6;5;1;0;0;16;19;33;27;2;4;3;3;7512;2;2717;6759;614;done;false;true
java.util.ArrayList$Itr_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;8;20;30549.0;7;6;1;0;0;22;25;38;32;2;4;3;3;20730;2;4557;25770;222;done;false;true
java.lang.Error_init_java.lang.Throwable.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;1002.0;2;0;2;0;0;3;2;19;12;2;5;1;1;14870;4;159;694;149;done;false;true
java.util.Collections$ReverseComparator_compare_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;4;1608.0;5;2;3;0;0;5;4;29;22;2;5;1;1;15610;6;469;970;169;done;false;true
java.util.Vector_add_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;4;12;4472.0;3;1;2;0;0;13;12;26;20;2;4;1;1;15850;4;1256;3077;139;done;false;true
java.util.HashSet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1966.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14550;2;432;1433;101;done;false;true
java.util.Calendar_init_java.util.TimeZone_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;7;14;7089.0;6;3;3;0;0;15;14;33;25;2;6;1;1;4235;6;2363;4530;196;done;false;true
java.util.ArrayDeque$DeqSpliterator_estimateSize.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;4;10;6406.0;3;2;1;0;0;12;13;25;20;2;3;2;2;16620;2;1990;4288;128;done;false;true
java.lang.Character_toUpperCaseCharArray_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;10;6442.0;3;3;0;0;0;12;15;23;18;2;3;2;3;16290;1;1206;5109;127;done;false;true
java.util.Formatter$FormatSpecifier_justify_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;8;27;86530.0;7;5;2;0;0;31;40;43;36;2;5;3;3;24880;4;4120;82100;310;done;false;true
java.io.Writer_append_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;720.0;2;1;1;0;0;3;2;18;12;2;4;1;1;14830;3;158;464;98;done;false;true
java.util.Collections$UnmodifiableMap_containsKey_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1994.0;3;1;2;0;0;4;3;21;15;2;4;1;1;3720;4;336;1534;124;done;false;true
java.util.Formatter$Flags_access$100_java.util.Formatter$Flags_java.util.Formatter$Flags.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;1044.0;3;1;2;0;0;3;2;22;15;2;5;1;1;14840;4;168;732;144;done;false;true
java.lang.AbstractStringBuilder_append_java.lang.CharSequence.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;990.0;3;1;2;0;0;3;2;22;15;2;5;1;1;14890;4;169;677;144;done;false;true
java.util.ArrayDeque_writeObject_java.io.ObjectOutputStream.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;6;16;11952.0;5;3;2;0;0;18;19;32;27;2;3;2;2;18210;4;3285;8522;145;done;false;true
java.util.BitSet_writeObject_java.io.ObjectOutputStream.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;9;5028.0;4;2;2;0;0;11;12;24;19;2;3;2;2;16970;4;1667;3242;119;done;false;true
java.util.HashMap_treeifyBin_java.util.HashMap$Node_arr_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;9;28;73129.0;8;6;2;0;0;32;43;41;36;2;3;4;5;27760;5;9191;63660;278;done;false;true
java.util.Hashtable_access$500_java.util.Hashtable.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;835.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14720;2;114;631;90;done;false;true
java.util.IdentityHashMap$KeyIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;5;3064.0;4;3;1;0;0;6;5;24;18;2;4;1;1;15100;2;1209;1735;120;done;false;true
java.util.ServiceLoader_access$500_java.util.ServiceLoader.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;1962.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14580;2;386;1456;120;done;false;true
java.util.Collections$UnmodifiableMap_get_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;3;1395.0;4;2;2;0;0;4;3;25;18;2;5;1;1;4335;4;358;912;125;done;false;true
java.nio.file.FileTreeWalker$DirectoryNode_directory.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;921.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14780;2;218;594;109;done;false;true
java.lang.Integer_compareTo_java.lang.Integer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;4;1159.0;2;0;2;0;0;5;4;20;14;2;4;1;1;14980;4;178;844;137;done;false;true
java.util.Arrays_fill_int_arr_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;7;2690.0;1;0;1;0;0;9;10;15;11;2;2;3;2;15750;3;295;2298;97;done;false;true
java.nio.file.Files$2_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;867.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14780;2;233;532;102;done;false;true
java.util.ServiceLoader$1_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;5;8;6153.0;4;3;1;0;0;10;11;25;20;2;3;2;2;17010;2;2175;3852;126;done;false;true
java.util.Vector$Itr_init_java.util.Vector_java.util.Vector$1.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;2217.0;3;0;3;0;0;3;2;24;16;2;6;1;1;15270;6;1288;748;181;done;false;true
java.util.Collections$EmptyIterator_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;4;492.0;1;1;0;0;0;5;4;8;5;2;1;1;1;14480;0;159;277;56;done;false;true
java.lang.SecurityManager_checkSecurityAccess_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;1055.0;3;1;2;0;0;5;4;18;13;2;3;1;1;14950;4;250;707;98;done;false;true
java.nio.CharBuffer_append_java.lang.CharSequence.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;886.0;3;1;2;0;0;3;2;22;15;2;5;1;1;14740;4;166;606;114;done;false;true
java.util.Formatter_nonNullAppendable_java.lang.Appendable.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;5;4076.0;2;1;1;0;0;7;8;19;13;2;4;2;2;15710;2;299;3651;126;done;false;true
java.util.Calendar_setTime_java.util.Date.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1654.0;2;0;2;0;0;4;3;16;11;2;3;1;1;3909;4;664;898;92;done;false;true
java.text.BreakIterator_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;4;334.0;2;2;0;0;0;5;4;11;8;2;1;1;1;14620;0;154;125;55;done;false;true
java.util.WeakHashMap$KeyIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1441.0;3;2;1;0;0;4;3;20;14;2;4;1;1;15680;2;440;894;107;done;false;true
java.util.ArrayList_rangeCheckForAdd_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;8;5204.0;3;2;1;0;0;10;13;20;16;2;2;2;3;16870;3;1323;3272;609;done;false;true
java.util.Collections$CheckedCollection_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1035.0;2;1;1;0;0;4;3;16;11;2;3;1;1;3361;2;344;600;91;done;false;true
java.util.EnumMap_containsKey_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;6;11;10004.0;5;3;2;0;0;13;16;31;25;2;4;2;3;17720;4;2147;7681;176;done;false;true
java.util.Base64$DecInputStream_close.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;6;2897.0;2;1;1;0;0;8;9;16;12;2;2;2;2;15830;2;469;2336;92;done;false;true
java.text.RuleBasedCollationKey_compareTo_java.text.CollationKey.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;7;10;6726.0;6;4;2;0;0;12;15;32;26;2;4;3;3;18680;4;1411;5148;167;done;false;true
java.util.ArrayDeque_toArray.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;4;2827.0;3;2;1;0;0;5;4;21;15;2;4;1;1;15000;2;1520;1192;115;done;false;true
java.util.LinkedList_init_java.util.Collection.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1129.0;2;0;2;0;0;4;3;19;12;2;5;1;1;3478;4;170;819;140;done;false;true
java.util.Collections$UnmodifiableNavigableSet_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;4;511.0;1;1;0;0;0;5;4;8;5;2;1;1;1;14700;0;166;289;56;done;false;true
java.util.Formatter$FormatSpecifier_leadingSign_java.lang.StringBuilder_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;9;21;17249.0;8;6;2;0;0;23;30;43;36;2;5;5;5;23280;5;3721;13280;248;done;false;true
java.util.HashMap_get_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;8;6359.0;5;3;2;0;0;10;11;31;24;2;5;2;2;17220;4;1453;4756;150;done;false;true
java.util.TreeMap$Entry_getKey.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;828.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14750;2;125;595;108;done;false;true
java.util.Random$RandomDoublesSpliterator_tryAdvance_java.util.function.DoubleConsumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;5;17;15868.0;4;2;2;0;0;19;22;32;26;2;4;3;3;18360;4;1572;13650;646;done;false;true
java.util.Calendar_set_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;4;19;11131.0;3;2;1;0;0;22;27;25;21;2;2;3;3;18420;4;1820;9167;144;done;false;true
java.util.Calendar_set_int_int_int_int_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;2;7;2258.0;1;0;1;0;0;8;7;16;12;2;2;1;1;14860;8;226;1937;95;done;false;true
java.util.LinkedList$LLSpliterator_getEst.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;5;17;11306.0;4;3;1;0;0;19;22;27;22;2;3;3;3;17870;2;2347;8797;162;done;false;true
java.util.ArrayList$SubList_init_java.util.ArrayList_java.util.AbstractList_int_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;4;11;6240.0;3;0;3;0;0;12;11;30;22;2;6;1;1;15720;9;1301;4717;222;done;false;true
java.util.Collections$EmptyIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1010.0;2;1;1;0;0;4;3;17;11;2;4;1;1;14710;2;170;742;98;done;false;true
java.lang.Double_doubleValue.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;844.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14840;2;118;632;94;done;false;true
java.util.Formatter$FormatSpecifier_checkText.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;14;21;55;117368.0;20;19;1;0;0;57;75;83;79;2;2;7;10;61550;2;14310;102100;958;done;false;true
java.util.Formatter_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;3;438.0;1;1;0;0;0;4;3;8;5;2;1;1;1;14500;0;130;119;189;done;false;true
java.util.TreeMap$NavigableSubMap$DescendingSubMapEntryIterator_init_java.util.TreeMap$NavigableSubMap_java.util.TreeMap$Entry_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;3;3693.0;4;0;4;0;0;4;3;29;20;2;7;1;1;15250;8;2633;888;172;done;false;true
java.util.Formatter$FormatSpecifier_printFloat_java.lang.Object_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;7;23;16989.0;6;3;3;0;0;25;32;37;31;2;4;5;5;10490;6;3457;13330;202;done;false;true
